"key","value"
"client",""
"client"," talk agent "
"client"," loans salary loan"
"client"," mistakenly transfer sum frs cancel transaction claim money "
"client"," branch manager omnisport yaoundé"
"client"," transferred money account sara received "
"client",""
"client"," "
"client","ndengsah georges account omnium service sand salaire"
"client",""
"client",""
"client"," sara "
"client"," balance account"
"client"," sara body check account "
"client"," georges ndengsah account "
"client"," sara true omnium service sand salaire pls"
"client"," "
"client"," sara true relly bank"
"client"," omnium service sand salaire pls"
"client","becuse sara true "
"client"," operation cancelled money returned account"
"client"," june "
"client"," garoua branch times satisfactory"
"client"," solve "
"client",""
"client"," "
"client",""
"client","ynna moustafa called person charge yaoundé times feedback "
"client"," sara code downloaded sara"
"client"," loan credit scolaire debt pay month multiple deductions account unable withdraw money account sunday account restriction "
"client"," calling bank accountant explanations passing talk afrilandfirst bank retraite"
"client"," deducted frs frs frs"
"client"," balance frs "
"client",""
"client",""
"client"," months transactions sara"
"client"," "
"client"," perform transactions sara"
"client"," apply business loan"
"client",""
"client",""
"client"," applied loan told wound hours week issue happening "
"client",""
"client",""
"client","whya"
"client"," replying message "
"client"," april "
"client",""
"client"," level loan file "
"client"," loan approved"
"client"," current account debited frs"
"client"," "
"client",""
"client"," customer notice debit account "
"client"," acess account sara app "
"client"," afternoon noon "
"client"," "
"client"," understand"
"client"," extra money account happening"
"client"," clarified "
"client"," resolved "
"client",""
"client"," worry"
"client"," agency limbe"
"client"," week tuesday"
"client",""
"client"," series frs deducted account understand moneys dedicated pass days"
"client"," change code"
"client"," "
"client"," debited received money mobile money"
"client"," verified solde compte bancaire write facture indisponable"
"client"," deduction fcfa salary package package "
"client",""
"client"," time creation account franc "
"client"," deduction supposed quaterly"
"client"," understood"
"client"," salaries passed received message bank month transferred account cca afriland"
"client"," "
"client"," madame"
"client"," grateful"
"client"," services "
"client"," witnessed deduction main loan subtracted month yesterday rectify "
"client"," dates loan"
"client"," deducted deducted rectify fast "
"client"," happened yesterday january "
"client"," error rectified loyal services"
"client"," loans yrs school loan presently yrs loan adjusted money handle issues "
"client"," presently town reason possibility conditions travel meet agency "
"client"," royal service"
"client"," concern rate saving africland bank"
"client"," attributed "
"client"," concern savings"
"client"," bank booklet loosing "
"client"," link account orange money"
"client"," "
"client",""
"client"," answer"
"client"," afternoon"
"client",""
"client"," ebolowa jeudi propre bank collect salary "
"client"," waiting"
"client"," savings account balance frs close balance withdrawn procedure "
"client",""
"client"," arrived afriland bank dernier poteau saturday min withdraw money gab inserted card pin type xaf "
"client","thé machine card money didnot machine wrote incident "
